run_id,timestamp,tx_rate,crash_fraction,crash_duration_s,latency_ms,loss_pct,seed,node_count,total_transactions,mean_latency,median_latency,p95_latency,p99_latency,max_latency,min_latency,std_latency,throughput_tpm
20250908T123613Z,2025-09-08T12:47:13.470908+00:00,10.0,0.25,300.0,100.0,2.0,42.0,8.0,462,4.313253246753247,4.393,8.95675,9.93808,13.196,-0.889,3.1252421946476976,46.12312811980033
20250908T124732Z,2025-09-08T12:58:35.321078+00:00,10.0,0.25,300.0,100.0,2.0,43.0,8.0,999,4.265830830830831,4.296,8.9058,9.59512,13.196,-0.964,3.063386995823867,46.79156908665105
20250908T125854Z,2025-09-08T13:09:56.180016+00:00,10.0,0.25,300.0,100.0,2.0,44.0,8.0,1109,4.26519477006312,4.296,8.909799999999999,9.593240000000002,13.196,-0.964,3.061061351461196,48.04332129963899
20250908T172425Z,2025-09-08T17:36:22.702029+00:00,,,,,,,,1795,4.196196657381616,4.131,8.8621,9.6336,10.273,-0.999,3.024433808606515,50.658513640639704
20250908T173857Z,2025-09-08T17:50:07.906038+00:00,10.0,0.25,300.0,100.0,2.0,42.0,8.0,399,2.0061629072681706,2.032,4.5649999999999995,7.610419999999981,11.902,-0.979,1.935323878216653,39.18166939443535
20250908T175027Z,2025-09-08T18:01:37.566466+00:00,10.0,0.25,300.0,100.0,2.0,43.0,8.0,798,1.8699486215538847,1.8730000000000002,4.409999999999999,4.76418,6.428,-0.993,1.7109854288929287,39.08571428571428
20250908T180221Z,2025-09-08T18:13:47.971433+00:00,10.0,0.25,300.0,100.0,2.0,42.0,16.0,414,2.0513671497584545,2.067,4.536799999999998,7.681380000000004,12.341,-0.914,1.95783818504528,40.0
20250908T181420Z,2025-09-08T18:25:46.415623+00:00,10.0,0.25,300.0,100.0,2.0,43.0,16.0,226,2.0065442477876108,1.944,4.522,8.662749999999999,11.429,-0.95,1.9876899423507481,54.023904382470114
20250908T182652Z,2025-09-08T18:38:34.955231+00:00,10.0,0.25,300.0,100.0,2.0,42.0,24.0,397,1.9749697732997478,1.743,4.6776,7.424840000000023,12.022,-0.914,1.9864015353624,37.21875
20250908T183923Z,2025-09-08T18:51:06.676830+00:00,10.0,0.25,300.0,100.0,2.0,43.0,24.0,774,1.8240878552971578,1.671,4.5807,4.907069999999999,5.504,-0.949,1.7532648783168074,37.36122284794851
20250908T185226Z,2025-09-08T19:04:26.189758+00:00,10.0,0.25,300.0,100.0,2.0,42.0,32.0,403,2.022074441687345,1.933,4.814599999999999,6.712060000000003,11.74,-0.892,1.9829541017303016,36.97247706422018
20250909T132555Z,2025-09-09T13:37:44.748960+00:00,,,,,,,,297,1.8553838383838384,1.845,4.6404,6.353760000000024,9.99,-0.923,1.9076388956572483,28.107255520504733
20250909T133853Z,2025-09-09T13:50:43.245840+00:00,,,,,,,,651,1.8083010752688171,1.825,4.505,5.2395,6.775,-0.953,1.770247594585939,30.092449922958398
